"artist_name","cnts","popularity_average"
"Tove Styrke","1","55.00"
"Dj Smith Casma","1","44.00"
"Lara Anderson","1","58.00"
"Roar","1","82.00"
"Ryan Celsius Sounds","1","61.00"
"City James","1","27.00"
"Ugly God","1","54.00"
"MC Cego Abusado","1","69.00"
"TV Girl","1","78.00"
"Ladytron","1","72.00"
"Kyle Zagado","1","50.00"
"FR!ES","1","57.00"
"NvMe","1","23.00"
"thmpsn","1","41.00"
"Wabi Sabi","1","17.00"
"Machine Time","1","47.00"
"The Prince Karma","1","51.00"
"Phillip Phillips","1","60.00"
"B Free TMT","1","2.00"
"KAYY ELL","1","36.00"
"BigKlit","1","57.00"
"Kali","1","30.00"
"Jubël","1","64.00"
"Two Neighbors","1","49.00"
"JenCee","1","35.00"
"K.A.A.N.","1","26.00"
"Lotus","1","49.00"
"sinakun","1","39.00"
"Cue C","1","41.00"
"Kali Cass","1","33.00"
"Crystal Rock","1","48.00"
"Star Music Artist","1","20.00"
"Mike La Funk","1","14.00"
"J!mmy","1","4.00"
"CORPSE","1","80.00"
"MGMT","1","80.00"
"Sonia Stein","1","38.00"
"Kitt Wakeley","1","37.00"
"Danny Joseph","1","30.00"
"Miura Jam","1","63.00"
"Rolling Stone P","1","50.00"
"Cozy Soundz","1","21.00"
"Osocali","1","20.00"
"Stupid Goldfish","1","43.00"
"Claud Musik Indonesia","1","32.00"
"GIRLI","1","53.00"
"Snakehips","1","74.00"
"Fat Joe","1","65.00"
"Kinneret","1","62.00"
"Luki","1","9.00"
"Nicole Chambers","1","16.00"
"Vion Konger","1","42.00"
"Hey Santana","1","2.00"
"Jax Jones","1","76.00"
"Eazy-E","1","65.00"
"Leo Santana","1","58.00"
"Emotional Oranges","1","62.00"
"Mahout","1","47.00"
"AnimeHub","1","66.00"
"mimi bay","1","25.00"
"Nodis","1","0.00"
"Zephanie","1","37.00"
"Gaho","1","67.00"
"JADE MOSS","1","41.00"
"Sara Kays","1","81.00"
"Roji","1","0.00"
"Big Wild","1","65.00"
"TOD","1","22.00"
"SahBabii","1","53.00"
"Rasmus Gozzi","1","44.00"
"Freischwimmer","1","53.00"
"Maggie Lindemann","1","76.00"
"7ru7h","1","52.00"
"The Lumineers","1","79.00"
"G-Eazy","1","74.00"
"Elizabeth Wyld","1","32.00"
"Reggie Mills","1","56.00"
"The Band Perry","1","64.00"
"MoneyMarr","1","46.00"
"Lil Cray","1","32.00"
"Flapjax","1","38.00"
"Jyxo","1","0.00"
"Maxence Cyrin","1","33.00"
"The Art Of Noise","1","48.00"
"RADWIMPS","1","65.00"
"Mumford & Sons","1","60.00"
"Two Maloka","1","63.00"
"Starz","1","42.00"
"Blu DeTiger","1","62.00"
"GoldLink","1","60.00"
"krisostomo","1","4.00"
"Kyle Juliano","1","48.00"
"yaveco","1","0.00"
"Klave","1","40.00"
"Emman","1","64.00"
"Yoh kamiyama","1","64.00"
"FEL!X","1","57.00"
"Bay-C","1","37.00"
"Seniel Music","1","34.00"
"Mobile Legends: Bang Bang","1","47.00"
"Shaky Vibes","1","58.00"
"Enviousofenvy","1","18.00"
"Rivertree Music","1","27.00"
"Adam Aronson","1","29.00"
"SB NewGen","1","15.00"
"Anthony Keyrouz","1","50.00"
"Hoxtones","1","32.00"
"Ray Le Fanue","1","39.00"
"KSHMR","1","51.00"
"Tiscore","1","51.00"
"Mati Masildo","1","33.00"
"Sir Chloe","1","67.00"
"Rayface","1","29.00"
"Jannis Block","1","46.00"
"Papu DJ","1","62.00"
"Hotdog","1","39.00"
"Jemme","1","50.00"
"Masove","1","62.00"
"Funzo & Baby Loud","1","56.00"
"YUNGBLUD","1","76.00"
"Robbe","1","61.00"
"Peter Kuli","1","43.00"
"REY VALERA","1","54.00"
"Terry Tesla","1","28.00"
"Los Legendarios","1","95.00"
"Yakusaaa","1","29.00"
"稲葉曇","1","73.00"
"Aieysha Haws","1","32.00"
"West Monroe","1","0.00"
"5 Seconds of Summer","1","59.00"
"Lucio","1","42.00"
"DARKMARK","1","14.00"
"Tony Igy","1","73.00"
"Hale","1","64.00"
"Mulherin","1","14.00"
"Stegosaurus Rex","1","70.00"
"Just Hush","1","59.00"
"DankMemez","1","35.00"
"Riflman","1","33.00"
"Marco Nobel","1","44.00"
"James Bay","1","73.00"
"Molly Brazy","1","49.00"
"Rane Marie","1","0.00"
"Remi Wolf","1","70.00"
"Fairview","1","37.00"
"Selphius","1","39.00"
"SHAUN","1","75.00"
"S1mba","1","75.00"
"Yung Pinch","1","52.00"
"Anthony Gonzalez","1","69.00"
"David Shane","1","0.00"
"Lil Heavy Chainz","1","37.00"
"Vito V","1","39.00"
"Micast","1","47.00"
"Young B","1","37.00"
"Brooks","1","37.00"
"Cartoons","1","57.00"
"Kapthenpurek","1","25.00"
"Sean Finn","1","44.00"
"Scooter","1","58.00"
"89ine","1","40.00"
"Shou","1","0.00"
"Que Fieri","1","51.00"
"Yung Nazty","1","43.00"
"YK Osiris","1","63.00"
"Far East Movement","1","74.00"
"Freddy Verano","1","36.00"
"Dem Rap Bolz","1","2.00"
"Liam Payne","1","1.00"
"Ella Eyre","1","58.00"
"Que 9","1","29.00"
"Martin van Lectro","1","40.00"
"Avicii","1","64.00"
"The Dance Queen Group","1","30.00"
"Fendii AP","1","37.00"
"CALVO","1","43.00"
"Jacquees","1","68.00"
"Anamanaguchi","1","67.00"
"A Boogie Wit da Hoodie","1","79.00"
"Iwansteep Official","1","34.00"
"Kat Meoz","1","32.00"
"Ruan Nagel","1","62.00"
"Nick Le Funk","1","32.00"
"Dj W-Beatz","1","64.00"
"SyKo","1","82.00"
"Aests","1","66.00"
"Kid Francescoli","1","0.00"
"Jack Johnson","1","69.00"
"Rennan da Penha","1","66.00"
"Tom Walker","1","74.00"
"Robbie Doherty","1","64.00"
"Chumino","1","42.00"
"TIX","1","76.00"
"Lucas & Steve","1","44.00"
"Crisaunt","1","56.00"
"Giuseppe Vittoria","1","9.00"
"Little Monstaz","1","39.00"
"Twista","1","65.00"
"Calmani & Grey","1","43.00"
"Chema Rivas","1","16.00"
"P!nk","1","69.00"
"Steff da Campo","1","60.00"
"Honey Gee","1","50.00"
"Sir Trilli","1","41.00"
"MARINA","1","82.00"
"FSDW","1","33.00"
"Lizzo","1","69.00"
"Jensi Jenno","1","61.00"
"Mr. C","1","2.00"
"Sherwyn","1","38.00"
"Vaundy","1","23.00"
"MC Torugo","1","72.00"
"Valentino Khan","1","56.00"
"Lil Dicky","1","73.00"
"Beachbag","1","43.00"
"Tomcraft","1","40.00"
"Dagny","1","29.00"
"Israel Del Amo","1","0.00"
"M Fair","1","16.00"
"Mi Pan Ñam Ñam","1","0.00"
"Waka Flocka Flame","1","76.00"
"Mc Kevin","1","72.00"
"Cafe Disko","1","27.00"
"A1 x J1","1","81.00"
"Mabel","1","1.00"
"Kule Ka$h","1","39.00"
"DeathbyRomy","1","70.00"
"Polo & Pan","1","60.00"
"Dj Setia","1","0.00"
"Mrs. GREEN APPLE","1","69.00"
"ShalomTeck","1","43.00"
"VMZ","1","72.00"
"Blondes","1","11.00"
"Magnus Haven","1","68.00"
"CPX","1","52.00"
"Tessa Violet","1","59.00"
"Gloria Estefan","1","59.00"
"Jaden","1","58.00"
"Azjah","1","20.00"
"Super Yei","1","68.00"
"King Kaybee","1","42.00"
"Party Favor","1","44.00"
