"speechiness","track_name"
"0.856","RNP (feat. Anderson .Paak)"
"0.491","Robotics"
"0.0858","Rock"
"0.279","Rock Out"
"0.141","Rock Your Body"
"0.0892","Rockabye Slowed - Remix"
"0.0606","Rockefeller Street (New Nightcore) [#Rockefellerstreet Remix]"
"0.301","Rocket"
"0.0604","Rockstar"
"0.0712","rockstar (feat. 21 Savage)"
"0.164","ROCKSTAR (feat. Roddy Ricch)"
"0.571","Rockstar Shit"
"0.0324","Rodeo"
"0.542","Roll The Dice (The Dice Beat) (feat. Ricky Desktop)"
"0.328","ROLLIN N CONTROLLIN FREESTYLE"
"0.388","Romantic (feat. Toosii)"
"0.0858","Ronaldo"
"0.125","Ropa Cara"
"0.374","Roscoes"
"0.0382","Roses"
"0.0653","Roses"
"0.0495","Roses - Imanbek Remix"
"0.0506","Roses - Imanbek Remix"
"0.0703","Roses - Imanbek Remix [Latino Gang]"
"0.164","Roses (with Juice WRLD feat. Brendon Urie)"
"0.0355","Round & Round"
"0.0768","Round of Applause"
"0.0687","Roundabout - 2003 Remaster"
"0.206","Rover (feat. DTG)"
"0.148","ROXANNE"
"0.108","ROXANNE - Remix"
"0.207","roxanne (slowed + reverb) - Slowed"
"0.229","Rude"
"0.127","Rude Boy"
"0.0734","Rueda - Remix"
"0.067","Rules"
"0.116","Rules"
"0.0934","Rumput tetangga"
"0.0345","Run Free"
"0.129","Run It! (feat. Juelz Santana)"
"0.0322","Run To You"
"0.0356","Runaway"
"0.045","Runaway"
"0.109","Runaway"
"0.0909","Running Back To You"
"0.0592","Running In My Head"
"0.0312","Rush"
"0.0343","Sa'yo"
"0.0336","Sa Mata Makikita"
"0.0403","Sa Mau Koi Ko Mau Dia"
"0.0305","Sa Ngalan Ng Pag-Ibig"
"0.12","Sa Susunod Na Lang"
"0.111","Sabayan Ang Init"
"0.0501","Sabi Ko Na Barbie"
"0.0288","Sacrifice"
"0.107","SAD"
"0.054","SAD - Imanbek xxx Remix"
"0.241","sadder badder cooler"
"0.0316","Safe And Sound"
"0.101","Safety Dance"
"0.0415","Sahara"
"0.0684","Sahara - Remix"
"0.353","Said Sum"
"0.334","Said Sum (feat. City Girls & DaBaby) - Remix"
"0.342","Sailor Moon"
"0.0488","Sakin Ka Na Lang"
"0.0361","Sakit Pinggang"
"0.0572","Sakura Kiss"
"0.127","Sal y Perrea"
"0.0457","Salah Apa Aku - Nofin Asia Music Cover"
"0.0427","Salah Apa Aku - Slow Mix"
"0.105","Sama-Sama"
"0.119","Samba de Janeiro - Radio Edit"
"0.213","San Andreas Theme Song"
"0.029","Sana"
"0.0807","Sandali"
"0.0391","sandpaper_b"
"0.115","Sandwich"
"0.0714","Sarra na Glock do Pai"
"0.541","Sarra Nela Com Fuzil na Bandolera"
"0.324","Sarra Nela Com Fuzil Na Bandolera"
"0.035","Sasakyan Kita"
"0.0284","Sasamahan Kita (Araw-Araw Ng Puso) [Part 2]"
"0.428","Sasuke"
"0.135","Satisfaction"
"0.0482","Satisfy"
"0.11","Satisfya"
"0.0357","Satu Hati Sampai Mati"
"0.0283","Sauce"
"0.352","Savage"
"0.334","Savage"
"0.223","Savage"
"0.097","Savage Love"
"0.192","Savage Love (Female)"
"0.0688","Savage Love (Laxed - Siren Beat)"
"0.0803","Savage Love (Laxed - Siren Beat)"
"0.0868","Savage Love (Laxed – Siren Beat) [BTS Remix]"
"0.28","Savage Remix (feat. Beyoncé)"
"0.0587","Save Me"
"0.0274","Save Your Tears"
"0.277","Savesta (Fli Fla Flo)"
"0.0536","Say a Little Prayer (feat. Gia Koka)"
"0.115","Say I Yi Yi"
"0.261","Say It Right"
"0.0345","Say Meow Meow - 歌曲《學貓叫》英文版"
"0.0647","Say My Name"
"0.122","Say So"
"0.158","Say So"
"0.0369","Say So"
"0.0443","Say So - Japanese Version"
"0.0371","Say So (EDM Remix) [TikTok Dance]"
"0.0375","Say So (EDM Remix) [TikTok Dance] [feat. Remix Kingz]"
"0.369","Say So (feat. Boosie)"
"0.204","Say So (feat. Nicki Minaj)"
"0.144","Say So (feat. Nicki Minaj) - Original Version"
"0.0488","Sayang 2 - Remix"
"0.0378","Sayang Jang Marah Marah (Remix)"
"0.194","Sayaw Kikay"
"0.1","Sayaw Mga Choy (Math Dance Challenge)"
"0.0377","Sayo Natuto"
"0.0398","Sayur Kol"
"0.0726","scared"
"0.0949","Scarred Hearts at War"
"0.227","Scary Garry"
"0.0764","School Girl"
"0.236","Scooby Doo Pa Pa"
"0.0796","Scream"
"0.109","Se Acabó la Cuarentena"
"0.0954","Se Acabó La Cuarentena - Remix"
"0.0664","Se Te Nota (with Guaynaa)"
"0.0694","seaside_demo"
"0.0373","Secrets"
"0.0815","See You Again (feat. Charlie Puth)"
"0.0959","See You Again (feat. Kali Uchis)"
"0.0324","Seen This All Before"
"0.0355","Selamat Tahun Baru"
"0.0261","Selfie Song"
"0.0279","Selfish"
"0.0703","Selfish (Slowed Down)"
"0.0362","Selow - DJ OPUS REMIX"
"0.029","Semua Berlalu"
"0.0642","Send Me on My Way"
"0.0624","Sendiri"
"0.0317","Senorita"
"0.133","Sensitive"
"0.188","Sentadinha"
"0.0618","Seu Ex Tá Nervoso Demais (feat. Mc shek) - Brega Funk"
"0.0666","Seven Nation Army"
"0.0871","Seven Nation Army"
"0.0309","Seventeen"
"0.0466","sex"
"0.0594","sex money feelings die - slowed version"
"0.054","Sex on Fire"
"0.398","Sex Talk"
"0.0446","Sexbomb"
"0.0527","Sexing Maliit"
"0.138","Sexy"
"0.325","Sexy Can I feat. Yung Berg"
"0.0602","SexyBack"
"0.0789","SexyBack (feat. Timbaland)"
"0.0367","shadows"
"0.0533","Shady Love"
"0.275","Shake Dat (Come Here Girl)"
"0.264","Shake Dat (feat. Lil Jay)"
"0.0798","Shake It"
"0.123","Shake That Laffy Taffy Girl Break Your Back Drop It Girl"
"0.278","Shake the Bank"
"0.197","Shantidope"
"0.207","Shawty Wassup"
"0.158","She's So Nice"
"0.907","She Belongs to the Streets (Toxic)"
"0.0394","She Gon Go"
"0.0375","She Gon Go"
"0.0519","She Gon Go"
"0.479","She Make It Clap"
"0.494","She Make It Clap"
"0.17","She Make It Clap (Dance Version)"
"0.0362","She Will Be Loved"
"0.328","Shhh (Pew Pew)"
"0.117","Shhh (Pew Pew) - Slowed + Reverb"
"0.0611","Shimmy!"
"0.082","Shine On - Bluckther Remix"
"0.458","Shining (feat. 42 Dugg)"
"0.0389","Shoot-Shoot"
"0.093","Shoot A Man"
"0.196","Shoota (feat. Lil Uzi Vert)"
"0.0432","Shooting Stars"
"0.0445","Shooting Stars"
"0.032","Shop"
"0.328","Shotta Flow 5"
"0.0612","Show Me Up"
"0.159","Show Me You Care - Gordon & Doyle Remix"
"0.0487","Shower"
"0.246","Shut Up"
"0.0358","Shut Up And Drive"
"0.119","Si Me Dices Que Sí (feat. Camilo) - R3HAB Remix"
"0.0572","Si Me Tomo Una Cerveza"
"0.299","Si Se Da - Remix"
"0.0395","Sicario"
"0.0491","Sick and Tired"
"0.0554","Sick of You"
"0.0517","Signs of Gemini"
"0.1","Sigue Bailandome"
"0.0316","Sigurado"
"0.13","Silence"
"0.0856","Silver Skies"
"0.0409","Simpleng Tao"
"0.0671","Simpleng Tao - From James and Pat and Dave"
"0.457","Sin City"
"0.267","Sin City - Remix"
"0.297","Sin City - Slowed"
"0.0553","Sinabmarin"
"0.0693","Sing Biso"
"0.041","Sing For Me (with Mary N'diaye)"
"0.296","Single Ladies (Put a Ring on It)"
"0.0316","Sinta"
"0.594","SIX'FO"
"0.0836","Skechers"
"0.0877","Skechers"
"0.143","Skechers (feat. Tyga) - Remix"
"0.287","Skeletons In My Closet"
"0.0345","Skiri Lekong"
"0.21","Sky"
"0.348","Sleep"
"0.273","Sleepwalker"
"0.387","Slide"
"0.244","Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown)"
"0.0261","SLOW DANCING IN THE DARK"
"0.0341","Slow Down"
"0.0388","Slow Motion"
"0.0795","Slumber Party (feat. Princess Nokia)"
"0.249","Small Worlds"
"0.0426","Smells Blood"
"0.0646","Smells Like Teen Spirit"
"0.032","Smells Like Teen Spirit"
"0.054","Smile"
"0.0259","Smile"
"0.138","Snake"
"0.457","Snap Em Up"
"0.513","Sneaky Link"
"0.247","Snitch - Slowed"
"0.181","So Fly"
"0.24","So Pretty"
"0.31","So Sick"
"0.148","Soap"
"0.077","Social Media (Damn)"
"0.039","Sofia"
"0.0489","Sofia the First Main Title Theme - From Sofia the First"
"0.228","SoFtly / Killing Me Softly With His Song - TikTok Remix"
"0.208","Solar System"
"0.0291","Solo"
"0.0397","Some Say - Felix Jaehn Remix"
"0.052","Somebody's Watching Me"
"0.0368","Somebody Else"
"0.0525","Somebody that I Used to Know"
"0.0367","Somebody That I Used To Know"
"0.3","Somebody To Love"
"0.0497","Somebody To Love"
"0.0283","Somebody To Love Remix"
"0.0358","Somebody To You"
"0.0722","Someone Else"
"0.0455","Someone To You"
"0.042","Someone To You"
"0.0287","Someone You Loved"
"0.0319","Someone You Loved"
"0.0387","Someone You Loved - Lambada Francesa"
"0.0295","Someone You Loved (Female)"
"0.045","Someone You Loved (Remix)"
"0.0445","Someone You Loved (Remix) [feat. Remix Kingz]"
"0.0317","Something Just Like This"
"0.189","Something New"
"0.0809","Something New (feat. Ty Dolla $ign)"
"0.0338","Something Special"
"0.035","Something to Lose"
"0.388","Something To Prove"
"0.0821","sometimes i don't wanna be happy"
"0.0715","SOS"
"0.23","Sound Good"
"0.0623","Sour Candy (with BLACKPINK)"
"0.203","Space"
"0.0645","Space Cadet (feat. Gunna)"
"0.0306","space girl"
"0.0306","Space Girl"
"0.0293","Space Song"
"0.0281","Sparks"
"0.0678","Spaz"
"0.0562","Speak to Me"
"0.112","Speechless"
"0.0746","Speechless - Stripped Version"
"0.0266","Spirits"
"0.0265","Spirits"
"0.438","Splash"
"0.0478","Spongebob Gagak"
"0.0461","Spooky, Scary Skeletons"
"0.0619","Spooky, Scary Skeletons - Undead Tombstone Remix"
"0.178","Squat"
"0.235","Staccin Up"
"0.133","Stacked Up"
"0.0566","Stand by Me"
"0.0872","Stargazer"
"0.0922","State of Mind"
"0.0622","Stay"
"0.0561","Stay Awake"
"0.173","Stay High (Habits)"
"0.241","Stay In My Arms"
"0.0436","Stayin' Alive"
"0.225","Step By Step"
"0.0976","Stereo Hearts (feat. Adam Levine)"
"0.041","Steven Universe"
"0.0703","Steven Universe"
"0.117","Still Don't Know My Name"
"0.0676","Stitches"
"0.175","Stole it"
"0.291","Straight Drop"
"0.0605","Stranger"
"0.0351","Streetlights"
"0.0828","Streets"
"0.642","Stressed Out"
"0.0545","Strip That Down"
"0.0357","Stronger"
"0.0458","Stuck In My Head"
"0.0448","Stuck in the Middle"
"0.0466","Stuck In The Middle"
"0.0418","Stuck with U (with Justin Bieber)"
"0.0746","Stunnin'"
"0.0627","Stunnin' (feat. Harm Franklin)"
"0.125","Stunt N' Dozier Mix 2"
"0.114","STUPID (feat. Yung Baby Tate)"
"0.0479","Stupid Love"
"0.0447","Stupid Love (EDM Remix) [TikTok Challenge]"
"0.0446","Stupid Love (feat. Remix Kingz)"
"0.0742","Stupid Love performed by Salbakutah"
"0.151","Subete"
"0.0787","Substance"
"0.0397","successful"
"0.0357","Such a Whore (Baddest Version)"
"0.0448","Such a Whore (Stellular Remix)"
"0.0448","Such a Whore (Stellular Version)"
"0.268","Suga Suga"
"0.0638","SUGAR"
"0.0381","SUGAR (Remix) [feat. Dua Lipa]"
"0.07","Sugar Daddy"
"0.124","SugarCrash!"
"0.097","SugarCrash!"
"0.107","SugarCrash! - Female Version"
"0.237","SugarCrash! (Female Dance Remix)"
"0.426","Suge"
"0.0688","Suicidal"
"0.0872","Suicidal (Remix) [feat. Juice WRLD]"
"0.219","Suit & Tie (feat. Jay-Z)"
"0.091","Sulyap"
"0.0621","Sumayaw Ka"
"0.117","Sumayaw Sumunod"
"0.182","Summer Jam - Alle Farben Remix"
"0.0665","Summer Nights"
"0.0303","summertime"
"0.0302","summertime"
"0.0382","Summertime Sadness"
"0.133","Sun Come Up"
"0.255","Sun Is Shining"
"0.382","Sunday"
"0.0578","Sunday Best"
"0.0375","Sunday Best"
"0.0232","Sundo"
"0.274","Sundress"
"0.0756","Sungguh Ku Merasa Resah"
"0.135","Sungguh Ku Merasa Resah - Nofin Asia Music Cover"
"0.104","sunshine"
"0.0534","Supalonely"
"0.0758","Supalonely"
"0.0589","Supalonely"
"0.0531","Super Freak"
"0.0318","Superman"
"0.0439","Supermassive Black Hole"
"0.203","Superstar"
"0.0507","SUPERSTAR"
"0.1","Sure Thing"
"0.0345","Surrender"
"0.0276","Surrender"
"0.0313","Surrender - Martin Jensen Remix"
"0.0532","Sway With Me (slowed)"
"0.0405","SWEAT"
"0.0336","Sweater Weather"
"0.0424","sweater weather - lofi remix"
"0.0476","Sweet but Psycho"
"0.0279","Sweet Child O' Mine"
"0.111","Sweet Dreams"
"0.0506","Sweet Dreams"
"0.143","Sweet Dreams (Are Made of This)"
"0.0428","Sweet Mistake"
"0.303","Swervin (feat. 6ix9ine)"
"0.0401","Swing Lynn"
"0.0449","Swish Swish"
"0.421","Switch It Up"
"0.0428","Symphony (feat. Zara Larsson)"
"0.122","Syncopate (Do It for Me)"
"0.322","T-Shirt"
"0.0288","T.L. Ako Sa'yo"
"0.0441","T.S.O.F.H (The Story of Frankie's House)"
"0.154","Taco Tuesday"
"0.0369","Tadhana"
"0.0604","Tadow"
"0.0345","Tagpuan"
"0.0561","Tahong Ni Carla (Budots Bombtek)"
"0.0414","Tahong Ni Karla"
"0.0791","Tainted Love"
"0.0352","Take A Chance"
"0.1","Take A Slice"
"0.271","Take A Step Back"
"0.391","Take It All"
"0.047","Take Me Away - Klaas Remix"
"0.05","Take Me For a Ride"
"0.0894","Take My Hand"
"0.0593","Take My Time"
"0.325","Take Out"
"0.1","Take You Dancing - R3HAB Remix"
"0.081","Take You Down"
"0.0696","Take You There"
"0.108","Take Your Man"
"0.0497","Tala"
"0.349","Talk N Bout (Talm Bout) [feat. Lil Jay]"
"0.0654","Talk To Me"
"0.139","Talk Tough"
"0.282","Talkin' Bout (feat. Saweetie)"
"0.0301","Talking to the Moon"
"0.058","Tambah Lagi"
"0.0804","Tamo Loco To"
"0.487","Tampa"
"0.184","Tampa Curhat Beat / Baila - Tik Tok Remix"
"0.127","Tampo"
"0.0411","Tante Culik Aku Dong"
"0.069","Tao Lang"
"0.204","Tap In"
"0.137","Tap In"
"0.0465","Tari Ubur Ubur"
"0.443","Tasty Carrots"
"0.3","Tatted Up (feat. Fabo)"
"0.0331","Tayo Na Lang Dalawa"
"0.0592","Te Quiero - TikTok Remix"
"0.117","Te Vi"
"0.141","Teach Me How to Dougie"
"0.212","Teach Me How to Dougie - Instrumental Version"
"0.056","Teenage Dirtbag"
"0.0392","Teeth"
"0.0324","Teka Lang"
"0.111","Teka Muna"
"0.0817","Telepatia"
"0.0502","telepatía"
"0.146","Telepatia (Dance Remix)"
"0.226","Tell Em"
"0.3","TELL EM"
"0.0614","Tell Me"
"0.0441","Tell Me U Luv Me"
"0.165","Temperature"
"0.118","TEN FOLD"
"0.0621","Terdiam Sepi - Remix"
"0.0406","That's What I Like"
"0.0403","That Way"
"0.0388","That Way - Bonus Track"
"0.0475","The Adults Are Talking"
"0.0457","The Antidote (Chopped Not Slopped)"
"0.0567","The Banjo Beat, Pt. 1"
"0.0608","The Beach"
"0.0384","The Bender (with Brando)"
"0.0532","The Boat Beat"
"0.202","The Bottle Beat"
"0.0559","The Box"
"0.0481","The Box - Female Version"
"0.232","The Business"
"0.103","The Business - Female Version"
"0.0971","The Business, Pt. II"
"0.623","The Chicken Wing Beat"
"0.0692","The Dance Song"
"0.567","The Dice Beat Pt. 1"
"0.322","The Drip"
"0.526","The Ending"
"0.0786","The Evil Folk"
"0.0333","The Get-Go"
"0.109","The Git Up"
"0.181","The Greatest"
"0.0313","The Karen Song"
"0.0284","The Less I Know The Better"
"0.0288","The Less I Know the Sexy Back"
"0.194","The Loser"
"0.146","The Love"
"0.0264","The Man Who Can't Be Moved"
"0.0479","The Man You Needed"
"0.212","The Monster"
"0.667","The Mop"
"0.038","The Night We Met"
"0.136","The Night We Met"
"0.0355","The One That Got Away"
"0.0543","The Outset"
"0.137","The Passenger (LaLaLa) [feat. MOKABY]"
"0.358","The Race - Remix"
"0.0572","The Real Slim Shady"
"0.029","The Reason"
"0.0993","the remedy for a broken heart (why am I so in love)"
"0.0243","The Scientist"
"0.0514","THE SCOTTS"
"0.297","The Search"
"0.166","The Spanish Cha Cha"
"0.0383","The Spectre"
"0.0377","The Spins"
"0.0584","The Style Weekend - Remix"
"0.0343","The Sweet Escape"
"0.339","The Take (feat. Chris Brown)"
"0.1","The Way I Are"
"0.0585","The Weekend - Funk Wav Remix"
"0.214","The Woo"
"0.0384","the WORLD"
"0.274","The Zebbiaanaa"
"0.498","Then Leave"
"0.476","Then Leave (feat. Queendom Come)"
"0.0633","There for You"
"0.0697","Therefore I Am"
"0.0722","They Call Me Tiago (Her Name Is Margo)"
"0.0736","They Call Me Tiago (Her Name Is Margo)"
"0.0705","They Call Me Tiago (I Dont Know Who's Margo) [TikTok Dance]"
"0.265","They Say"
"0.372","THICK"
"0.435","THICK (feat. Megan Thee Stallion) - Remix"
"0.16","Thicker Than a Snicker"
"0.0443","This City"
"0.134","This Could Be Us"
"0.314","This Is For Rachel For Acting Up"
"0.0355","this is how you fall in love"
"0.0406","This Isn't Love"
"0.0295","This Side of Paradise"
"0.115","This Year"
"0.23","THOT!"
"0.293","Thrift Shop (feat. Wanz)"
"0.147","Throat Baby (Go Baby)"
"0.287","Throat Baby (Go Baby) (with DaBaby & City Girls) - Remix"
"0.324","Throat Baby (Go Baby) (with DaBaby & City Girls) - Remix"
"0.316","Through The Storm"
"0.329","Throw Dat"
"0.579","Throw That Back Like a Cadillac"
"0.548","Throw That Smile This Way"
"0.199","Thug Cry"
"0.058","Thunder"
"0.304","Ti Amo (LIZOT Remix)"
"0.0393","Tiap Malam Butuh Kasih Sayang"
"0.0515","Tiban Tititi Tiban"
"0.3","Tic Tac"
"0.226","Tic Tac"
"0.0487","Tick Tock (feat. 24kGoldn) - Sam Feldt Remix"
"0.0644","Tie Me Down (with Elley Duhé)"
"0.066","Tie Me Down (with Elley Duhé) - Steve Aoki Remix"
"0.0689","Tik Tik Tok (Rhythm of the Clock) - Original Mix"
"0.0477","Tik Tok - Klaas Remix"
"0.0407","Tiktok Goyang Lemes"
"0.307","TikTok Shawty"
"0.126","TikTokin'"
"0.0981","Timber (feat. Ke$ha)"
"0.0633","Time"
"0.114","Time 2 Shine"
"0.0328","Time After Time"
"0.224","Time Flies"
"0.0583","Time of Our Lives"
"0.0749","Tinotoyo"
"0.061","Tipo Gin - Ao Vivo"
"0.0643","Tipo Surfista"
"0.0379","Titans (feat. Sia & Labrinth) - Imanbek Remix"
"0.28","Titig"
"0.184","TIYN"
"0.467","TKN (feat. Travis Scott)"
"0.0418","To Be So Lonely"
"0.0399","To Build a Home - Slowed"
"0.0669","To Find You"
"0.103","To France - Steve Modana Remix"
"0.342","Toast to the Life"
"0.06","Toco Toco To"
"0.0353","Todo De Ti"
"0.366","TOES (feat. Lil Baby & Moneybagg Yo)"
"0.341","TOES (feat. Lil Baby & Moneybagg Yo)"
"0.0319","Togenkyo To Taxi"
"0.0339","Tokyo"
"0.0461","Tokyo Drift"
"0.372","Tokyo Ghoul"
"0.0439","Tongue Tied"
"0.061","Tonight Tonight"
"0.0437","Tonight You Belong To Me"
"0.238","TOO COLD - Future Funk Mix"
"0.0432","Too Good At Goodbyes"
"0.29","Took Her To The O"
"0.197","Toosie Slide"
"0.201","Toosie Slide"
"0.209","Toosie Slide"
"0.351","Top Down"
"0.0386","Topmodel"
"0.0461","Torang Pasukan Damai Batuda'a"
"0.0269","Torete"
"0.0304","Toss A Coin To Your Witcher"
"0.0978","Touch"
"0.033","Touch By Touch - Touch Maxi Mix"
"0.275","Touch Down 2 Cause Hell"
"0.37","Touch It"
"0.0612","Touch It (Gun Boosted)"
"0.112","Touché"
"0.442","Toxic"
"0.421","Toxic Ends"
"0.0678","Toy"
"0.116","Toy Buenisimo"
"0.0634","Tra Tra"
"0.324","Track Star"
"0.126","Track Star (Dance Remix)"
"0.0493","Traffic Jam"
"0.0661","Train"
"0.0365","Train Wreck"
"0.437","Trajado de Glock Ela Joga na Cara"
"0.254","Trakatá"
"0.0558","Trap All Day"
"0.175","Trap Anthem"
"0.202","Trap Pea"
"0.128","Trap Queen"
"0.0784","Travesuras"
"0.0842","Travesuras"
"0.0366","Trigger"
"0.144","Trip"
"0.0304","Trip Lang"
"0.281","Triple S"
"0.154","Trust"
"0.114","Truth Hurts"
"0.116","Try Your Luck"
"0.0645","Trying My Best"
"0.267","TTB"
"0.0389","Tuhan Su Atur (Remix)"
"0.0846","Turn Up"
"0.282","Tusa"
"0.0315","Tutulungan Kita"
"0.0446","TV Show"
"0.044","TWENTYMYLOVE"
"0.286","Twerk for Me"
"0.245","Twerk for Me Tik - Remix"
"0.0627","Twerkoholic"
"0.695","Twin Nem"
"0.233","Twisted"
"0.272","TWO CENTS"
"0.0694","Two®"
"0.497","Type Shit!"
"0.807","u said u were always going to be with me"
"0.0439","Uber Home Alone"
"0.0583","UCKERS"
"0.167","uh huh"
"0.186","UH OH"
"0.346","Ukraine Freestyle"
"0.0355","Ulap"
"0.414","Ultralight Beam"
"0.236","Uma Cavala Mesmo"
"0.141","Umbrella"
"0.13","Umbrella (with Marnik)"
"0.0545","UN DIA (ONE DAY) (Feat. Tainy)"
"0.086","Un Peu"
"0.133","Un Poco Loco"
"0.418","Unbothered"
"0.0577","Unfamiliar"
"0.177","Unforgettable Slowed - Remix"
"0.0452","Unlock it (Lock It) - feat. Kim Petras and Jay Park"
"0.155","Uno"
"0.0862","unravel"
"0.189","Unreleased"
"0.0659","Unseen"
"0.0644","Unsteady"
"0.0285","Unsteady (Female)"
"0.269","Up"
"0.0577","Up Down (Do This All Day) (feat. B.o.B)"
"0.056","Up Down (Do This All Day) (feat. B.o.B)"
"0.111","Up Down Right Down Tik"
"0.349","UP LIKE AN INSOMNIAC - Freestyle"
"0.062","Upside Down"
"0.0431","Upside Down"
"0.0546","Upside Down (feat. Charlie Puth)"
"0.0391","Ur Name"
"0.0489","Va Va Vroom Vroom"
"0.214","Va Va Vroom Vroom - Remix"
"0.035","Vacation"
"0.0403","Vad söt du e"
"0.24","Vai Rebola Trava VS To Doidinho pra ver o seu Piercing no peito"
"0.179","VALENTINO"
"0.181","VALENTINO"
"0.0415","VALENTINO - Imanbek Remix"
"0.0933","Vamonos"
"0.078","Vamos"
"0.159","Venom"
"0.12","Venus"
"0.0561","Venus - (Murallas)"
"0.0386","VI SKA BLI FULLA"
"0.384","Vibe"
"0.344","Vibe (If I Back It Up)"
"0.109","Vibe for Me (Bob for Me)"
"0.0553","Vibe With Me"
"0.307","VIBEZ"
"0.154","Vibin'"
"0.0543","Vida de Rico"
"0.0366","Video Call"
"0.0293","Violent"
"0.522","Violent Crimes"
"0.178","Virus"
"0.162","Viva la Swing Tik"
"0.0954","Viva la Swing Tik - Remix"
"0.0423","Voices"
"0.0511","Volar (feat. Susan Diaz & Victor Cardenas)"
"0.0518","Volta Bebê, Volta Neném"
"0.0995","Vou Te Botar"
"0.0478","VSCO"
"0.172","W o r t h I t (slowed reverb)"
"0.0581","Wacha Al Piso (Remix)"
"0.403","Wack Jumper"
"0.0385","Wag Na Lang"
"0.0322","Wait"
"0.0278","Wait a Minute!"
"0.224","Waiting"
"0.0824","Waiting"
"0.0429","Waiting For You"
"0.223","Wake you up (Scream)"
"0.0743","Walang Gana"
"0.0259","Walang Iba Pero Di Na Ikaw"
"0.562","Walk (feat. Lil Baby & 42 Dugg)"
"0.0449","walk but in a garden"
"0.343","Walk Down"
"0.227","Walk Em Down (feat. Roddy Ricch)"
"0.0866","Walk Man"
"0.168","Walked In"
"0.394","Walked In"
"0.0788","Walked Through Hell"
"0.115","Walking"
"0.0513","Walls Could Talk"
"0.0416","Walwal"
"0.286","Want It (VIP)"
"0.0276","Want You Around (Letter to X)"
"0.0916","Wanted"
"0.375","WAP (feat. Megan Thee Stallion)"
"0.41","WAP (feat. Megan Thee Stallion)"
"0.263","WAP TikTok"
"0.26","War"
"0.0336","War"
"0.0301","Warm (feat. Mia)"
"0.115","Wasabi"
"0.037","Wasabi"
"0.0808","Washing My Brain"
"0.135","Wasted Love (feat. Lagique)"
"0.035","Wasteland"
"0.0806","Watermelon Sugar"
"0.128","Watermelon Sugar"
"0.0465","Watermelon Sugar"
"0.12","Watermelon Sugar X Seaside"
"0.0489","Wave of You"
"0.0454","Waves"
"0.117","Wavy (feat. Joe Moses)"
"0.0323","Way Back Home (feat. Conor Maynard) - Sam Feldt Edit"
"0.0584","Ways to Say I'm Beautiful"
"0.0837","We're Beautiful"
"0.572","We All Tryna F*** - Radio Edit"
"0.0334","We Can't Stop"
"0.0383","We Found Love"
"0.0747","We Found Love"
"0.0505","We No Speak Americano"
"0.0584","Weak"
"0.182","Weather"
"0.167","Weekend"
"0.186","WEGO"
"0.0402","Weirdo"
"0.0307","Welcome Home"
"0.0324","Welcome To New York"
"0.098","Wellerman - Female Version"
"0.108","Wellerman - Sea Shanty"
"0.0475","Wellerman - Sea Shanty / 220 KID x Billen Ted Remix"
"0.341","Wellerman - Sea Shanty / Nathan Evans x ARGULES"
"0.0464","Wellerman (EDM Remix)"
"0.239","WESPN"
"0.336","WEST COAST CURE"
"0.0858","Wet"
"0.13","Wet (She Got That…)"
"0.194","Wet (She Got That…)"
"0.0429","Wet The Bed (feat. Ludacris)"
"0.0391","What A Life"
"0.0302","What A Time (feat. Niall Horan)"
"0.165","What If (I Told You I Like You)"
"0.14","What If (I Told You I Like You)"
"0.188","What If I Told You That I Love You - Vanboii Remix"
"0.0548","What the Hell"
"0.379","What They Want"
"0.127","what you do to me"
"0.421","What You Know Bout Love"
"0.353","What You Know Bout Love"
"0.0731","What You Waiting For"
"0.309","What’s New"
"0.552","Whatchu Do"
"0.317","Whatchu On Today (feat. Polo G)"
"0.245","WHATS POPPIN"
"0.219","Whatta Man"
"0.116","Whatta Man (feat. En Vogue) - EP Version"
"0.0334","When I'm Blue"
"0.322","When I'm Sober"
"0.0282","When I Look At You"
"0.0277","When I Look At You"
"0.051","When I Lose Control (TikTok Dance Challenge)"
"0.157","When I Rule the World"
"0.0936","When I ruled the world X Let Me See Your Hips Swing"
"0.0972","when the party's over"
"0.199","When The Sun Goes Down"
"0.0313","When the Tornado Comes"
"0.132","When Will I See You Again"
"0.0278","When You Love Someone"
"0.0336","Whenever, Wherever"
"0.0318","Where's My Love - Alternate Version"
"0.0916","Where Have You Been"
"0.0552","Where Is My Mind"
"0.0343","Where Is My Mind?"
"0.0353","Where Is My Mind? - Remastered"
"0.197","Where Is The Love?"
"0.184","Where Is The Love?"
"0.359","Whip out the Stick"
"0.256","Whip out the Stick"
"0.0647","Whiskey / Whisky Cola - Remix"
"0.0493","Whisky Cola"
"0.0836","Whisky Cola X Run 2 U - Remix"
"0.0389","white ferrari - Slowed"
"0.0306","White Flag"
"0.0924","White Lies"
"0.042","white tee"
"0.0966","White Tee (with NO1-NOAH)"
"0.14","White Walls (feat. ScHoolboy Q & Hollis)"
"0.0326","Who's That Girl (feat. Eve)"
"0.0353","Who's That Girl (feat. Eve)"
"0.221","Who's That What's That"
"0.316","who dat boi"
"0.295","Who Want Smoke?"
"0.0435","Who we are"
"0.0427","Whole Again"
"0.205","Whole Lotta Choppas"
"0.368","WHOLE LOTTA MONEY"
"0.118","Whoopty"
